## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.modelSpecCode,entity.grade,entity.fullColour,entity.filteringColour,entity.fuelType,entity.transmission,entity.driveTrain,entity.interiorColor,entity.exteriorColor,entity.versionCode,entity.versionDescription,entity.dealerId,entity.dealerName,entity.eimCode,entity.filterCollectionValue
SJNFCAF16U1290843,Juke,,,,28955,,1,,29898,N-Connecta,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51852,Sandicliffe,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1281001,Juke,,,,28955,,1,,29898,N-Connecta,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51890,Western (Stirling),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1280546,Juke,,,,28955,,1,,29898,N-Connecta,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51947,Cars2 Wakefield,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1290829,Juke,,,,28955,,1,,29898,N-Connecta,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51748,Glyn Hopkin Ltd,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1291092,Juke,,,,28955,,1,,29898,N-Connecta,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51070,J & J Motors Ltd,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1291934,Juke,,,,28955,,1,,29898,N-Connecta,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51812,Norton Way,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1291633,Juke,,,,28955,,1,,29898,N-Connecta,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51812,Norton Way,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1284890,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51849,Bristol Street Motors Bradford,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1286896,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51849,Bristol Street Motors Bradford,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1286592,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51849,Bristol Street Motors Bradford,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1288279,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51849,Bristol Street Motors Bradford,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1287340,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51849,Bristol Street Motors Bradford,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1289662,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51849,Bristol Street Motors Bradford,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1287336,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51849,Bristol Street Motors Bradford,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1295021,Juke,,,,28210,,1,,29898,N-Connecta,Z10G,Flame Red,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51538,Wessex Garages Cardiff,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1269886,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51863,Greenhous Shrewsbury,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1284502,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51863,Greenhous Shrewsbury,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1285215,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51863,Greenhous Shrewsbury,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1293053,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51852,Sandicliffe,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1275067,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51946,Ancaster Heathrow,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1276526,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51901,Stoneacre,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278258,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51111,Hawkins,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278158,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51529,Brindley Nissan,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278448,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51812,Norton Way,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278324,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51004,Barnard & Brough-HaywardsHeath,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278327,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51461,Dumpton Park Nissan,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278296,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51296,MARTINS OF WINCHESTER,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278811,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51796,Desira Nissan,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279801,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51841,Griffin Mill Garages Ltd,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279874,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51968,Hendy Crawley,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279623,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51769,Dorchester Nissan,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279611,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51673,Shelbourne Motors (Nissan),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279932,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51529,Brindley Nissan,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279466,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51674,Park's,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279225,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51458,Park's (East Kilbride),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279153,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51458,Park's (East Kilbride),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279052,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51949,Park's Arbroath,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278903,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51949,Park's Arbroath,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278814,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51832,Park's,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1278796,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51800,Trenton (Hull),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1292281,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51812,Norton Way,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1292268,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51812,Norton Way,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1291309,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51538,Wessex Garages Cardiff,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1291198,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51538,Wessex Garages Cardiff,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1291517,Juke,,,,28835,,1,,29898,N-Connecta,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51538,Wessex Garages Cardiff,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1284468,Juke,,,,28460,,1,,29898,N-Connecta,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51800,Trenton (Hull),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279840,Juke,,,,28460,,1,,29898,N-Connecta,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51858,Bristol Street Motors,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279912,Juke,,,,28460,,1,,29898,N-Connecta,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51869,Marshall Maidstone,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279880,Juke,,,,28460,,1,,29898,N-Connecta,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51937,Cars2 Huddersfield,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279783,Juke,,,,28460,,1,,29898,N-Connecta,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51673,Shelbourne Motors (Nissan),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1279857,Juke,,,,28460,,1,,29898,N-Connecta,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51529,Brindley Nissan,FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1288594,Juke,,,,28460,,1,,29898,N-Connecta,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51163,Wessex Garages (Bristol),FDTARUXF16HEB6UBR-,Mayank
SJNFCAF16U1293144,Juke,,,,29235,,1,,29898,N-Connecta,XDJG,Two Tone: Gun Metallic with Pearl Black roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51770,Marshall Lincoln,FDTARUXF16HEB6UBS-,Mayank
SJNFCAF16U1235722,Juke,,,,29535,,1,,29898,N-Connecta,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51745,Wessex Garages Gloucester,FDTARUXF16HEB6UB-E,Mayank
SJNFCAF16U1292525,Juke,,,,29815,,1,,29898,N-Connecta,XDRG,Two Tone: Blade Silver with Pearl Black roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHF01,Hybrid 143 2WD N-Connecta,51876,Glyn Hopkin Ltd,FDTARUXF16HEB6UBSE,Mayank
SJNFCAF16U1285920,Juke,,,,30335,,1,,29898,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51044,Bristol Street Motors Widnes,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1282309,Juke,,,,30335,,1,,29898,Tekna,KADG,Gun Metallic,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51871,Bristol Street Motors,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1276152,Juke,,,,30455,,1,,29898,Tekna,KBYG,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51832,Park's,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1289990,Juke,,,,30455,,1,,29898,Tekna,KBYG,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51920,Pembroke Motor Services,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1291546,Juke,,,,30455,,1,,29898,Tekna,KBYG,Ceramic Grey,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51493,Glyn Hopkin Ltd,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1282102,Juke,,,,30335,,1,,29898,Tekna,KY0G,Blade Silver,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51095,West End Motors (Bodmin) Ltd,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1282707,Juke,,,,30335,,1,,29898,Tekna,KY0G,Blade Silver,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51850,Bristol Street Motors Derby,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1295495,Juke,,,,30335,,1,,29898,Tekna,KY0G,Blade Silver,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51832,Park's,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1295587,Juke,,,,30335,,1,,29898,Tekna,KY0G,Blade Silver,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51680,Exeter Motors,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1292456,Juke,,,,30455,,1,,29898,Tekna,NBQG,Burgundy,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51884,Bristol Street Motors Halifax,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1289979,Juke,,,,30455,,1,,29898,Tekna,NBQG,Burgundy,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51513,Pat Kirk Ltd,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1279190,Juke,,,,30455,,1,,29898,Tekna,NBQG,Burgundy,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51845,Specialist Cars,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1290281,Juke,,,,30455,,1,,29898,Tekna,NBVG,Fuji Sunset Red,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51683,Smiths Nissan,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1277885,Juke,,,,30455,,1,,29898,Tekna,NBVG,Fuji Sunset Red,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51902,FG Barnes Ltd,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1293472,Juke,,,,30455,,1,,29898,Tekna,NBVG,Fuji Sunset Red,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51111,Hawkins,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1284055,Juke,,,,30455,,1,,29898,Tekna,NBVG,Fuji Sunset Red,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51575,Desira Nissan,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1274609,Juke,,,,30455,,1,,29898,Tekna,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51921,EMG Motor Group,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1289704,Juke,,,,30455,,1,,29898,Tekna,QABG,Storm White,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51949,Park's Arbroath,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1256465,Juke,,,,30455,,1,,29898,Tekna,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51673,Shelbourne Motors (Nissan),FDTARVXF16HEB7TD-C,Mayank
SJNFCAF16U1294597,Juke,,,,30455,,1,,29898,Tekna,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51920,Pembroke Motor Services,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1294418,Juke,,,,30455,,1,,29898,Tekna,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51837,Bassetts,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1289738,Juke,,,,30455,,1,,29898,Tekna,RCFG,Magnetic Blue,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51859,Arbury Leamington Spa,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1295187,Juke,,,,30335,,1,,29898,Tekna,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51859,Arbury Leamington Spa,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1285302,Juke,,,,30335,,1,,29898,Tekna,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51551,Chorley Nissan (Preston),FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1286955,Juke,,,,30335,,1,,29898,Tekna,Z11G,Pearl Black,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51615,Toomey Nissan (Southend),FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1292130,Juke,,,,29960,,1,,29898,Tekna,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51410,Chorley Nissan,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1294109,Juke,,,,29960,,1,,29898,Tekna,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51859,Arbury Leamington Spa,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1287282,Juke,,,,29960,,1,,29898,Tekna,326G,Arctic White,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51051,Lookers Newcastle,FDTARVXF16HEB7TDRC,Mayank
SJNFCAF16U1288125,Juke,,,,30735,,1,,29898,Tekna,XDRG,Two Tone: Blade Silver with Pearl Black roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51096,Wilsons Autos & Coachworks Ltd,FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1262704,Juke,,,,30735,,1,,29898,Tekna,XDZG,Two Tone: Pearl Black with Blade Silver roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51849,Bristol Street Motors Bradford,FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1274121,Juke,,,,30735,,1,,29898,Tekna,XDZG,Two Tone: Pearl Black with Blade Silver roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51270,Yeomans,FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1276167,Juke,,,,30855,,1,,29898,Tekna,XEYG,Two Tone: Fuji Sunset Red with Pearl Black Roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51113,D S Dalgleish & Son,FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1286188,Juke,,,,30735,,1,,29898,Tekna,XFBG,Two Tone: Gun Metallic with Fuji Sunset Red roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51737,J Edgar & Son,FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1285632,Juke,,,,30735,,1,,29898,Tekna,XFCG,Two Tone: Pearl Black with Fuji Sunset Red roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51802,Western,FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1276143,Juke,,,,30735,,1,,29898,Tekna,XFCG,Two Tone: Pearl Black with Fuji Sunset Red roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51163,Wessex Garages (Bristol),FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1252994,Juke,,,,30855,,1,,29657,Tekna,XFUG,Two Tone: Ceramic Grey with Pearl Black roof,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51513,Pat Kirk Ltd,FDTARVXF16HEB7TDAC,Mayank
SJNFCAF16U1286378,Juke,,,,30855,,1,,29898,Tekna,XFVG,Two Tone: Magnetic Blue with Pearl Black roof,Petrol / Electric,Automatic,2WD,,,F94HIHG01,Hybrid 143 2WD Tekna,51822,Macklin Motors Glasgow South,FDTARVXF16HEB7TDSC,Mayank
SJNFCAF16U1292792,Juke,,,,31110,,1,,29898,Tekna+,XDJZ,Two Tone: Gun Metallic with Pearl Black roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHHA1,Hybrid 143 2WD Tekna+,51549,F J Chalke Ltd,FDTARWXF16HEB4TDWP,Mayank
SJNFCAF16U1291277,Juke,,,,31110,,1,,29898,Tekna+,XDJZ,Two Tone: Gun Metallic with Pearl Black roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHHA1,Hybrid 143 2WD Tekna+,51961,West Way Stockport,FDTARWXF16HEB4TDWP,Mayank
SJNFCAF16U1293541,Juke,,,,31110,,1,,29898,Tekna+,XDJN,Two Tone: Gun Metallic with Pearl Black roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHHA1,Hybrid 143 2WD Tekna+,51551,Chorley Nissan (Preston),FDTARWXF16HEB4TDXP,Mayank
SJNFCAF16U1281819,Juke,,,,31110,,1,,29898,Tekna+,XDJQ,Two Tone: Gun Metallic with Pearl Black roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHHA1,Hybrid 143 2WD Tekna+,51809,Bristol Street Motors,FDTARWXF16HEB4TDVP,Mayank
SJNFCAF16U1286201,Juke,,,,31110,,1,,29898,Tekna+,XFBZ,Two Tone: Gun Metallic with Fuji Sunset Red roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHHA1,Hybrid 143 2WD Tekna+,51711,Platinum,FDTARWXF16HEB4TDYP,Mayank
SJNFCAF16U1289558,Juke,,,,31110,,1,,29898,Tekna+,XFCN,Two Tone: Pearl Black with Fuji Sunset Red roof and door mirrors,Petrol / Electric,Automatic,2WD,,,F94HIHHA1,Hybrid 143 2WD Tekna+,51715,W R Davies,FDTARWXF16HEB4TDZP,Mayank
SJNTAAJ12U1302073,Qashqai,,,,27120,,1,,29594,Visia,Z10G,Flame Red,Petrol,Manual,2WD,,,G83EG3C00,DIG-T 140 Mild Hybrid Manual 2WD Visia,51577,Holdcroft Nissan,TDZARBYJ12TEB--W--,Mayank
SJNTAAJ12U1307315,Qashqai,,,,30915,,1,,29594,Acenta Premium,NBQG,Burgundy,Petrol,Manual,2WD,,,G81EG3D00,DIG-T 140 Mild Hybrid Manual 2WD Acenta Premium,51577,Holdcroft Nissan,TDZARDYJ12TEBA-W--,Mayank
