## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.inventoryId,entity.modelCode,entity.grade,entity.versionCode,entity.versionDescription,entity.version,entity.fullColour,entity.interiorColor,entity.exteriorColor,entity.fuelConsumption,entity.driveTrain,entity.fuelType,entity.transmission,entity.eimCode,entity.modelSpecCode,entity.dealerId,entity.tmpDealerName,entity.phone,entity.collectionFilter_v2
QASHQAIJ12A_G83EG3G00_KADB_TDZARGYJ12TEBBAW--_11,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1361369,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADB,B,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51792,Aylesbury Nissan,+01296 310630,Mayank
QASHQAIJ12A_G83EG3G00_KADB_TDZARGYJ12TEBBAW--_12,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1360333,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADB,B,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KADB_TDZARGYJ12TEBBAW--_13,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1362995,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADB,B,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51575,Desira Nissan,+01603 481800,Mayank
QASHQAIJ12A_G83EG3G00_KADB_TDZARGYJ12TEBBAW--_14,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1388474,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADB,B,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51901,Stoneacre,+01909 470101,Mayank
QASHQAIJ12A_G83EG3G00_KADB_TDZARGYJ12TEBBAW--_15,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1362036,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADB,B,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51901,Stoneacre,+01909 470101,Mayank
QASHQAIJ12A_G83EG3G00_KADB_TDZARGYJ12TEBBAW--_16,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1395188,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADB,B,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51538,Wessex Garages Cardiff,+02921 677 627,Mayank
QASHQAIJ12A_G83EG3G00_KADK_TDZARGYJ12TEBBAW--,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1350458,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADK,K,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KADK_TDZARGYJ12TEBBAW--_1,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1350458,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KADK,K,KAD,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1336272,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51778,Lookers Nissan Chester,+0330 019 8924,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_10,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1336272,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51778,Lookers Nissan Chester,+0330 019 8924,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_1,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1322860,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51846,Freelance (CI) Ltd,+01534 703300,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_2,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1326528,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51214,Hurst Nissan Centre,+028 9038 3527,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_3,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1324289,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51486,Glyn Hopkin Ltd,+01992 711117,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_4,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1323164,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51421,Hurst Nissan Ctr(Newtownabbey),+028 9034 2772,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_5,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1337063,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51064,Barton Townley (Barrow) Ltd,+01229 823 131,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_6,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1352200,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51607,Hendy,+01202 532100,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_7,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1392123,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51829,Yeomans,+01323 512 855,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_8,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1394452,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51959,West Way Oldham,+0161 6286200,Mayank
QASHQAIJ12A_G83EG3G00_KBYB_TDZARGYJ12TEBBAW--_9,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1392517,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYB,B,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51855,RRG Bury,+0161 797 7780,Mayank
QASHQAIJ12A_G83EG3G00_KBYK_TDZARGYJ12TEBBAW--,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1393608,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYK,K,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KBYK_TDZARGYJ12TEBBAW--_1,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1393608,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KBYK,K,KBY,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1326207,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51004,Barnard & Brough-HaywardsHeath,+01444 471 771,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_17,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1326207,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51004,Barnard & Brough-HaywardsHeath,+01444 471 771,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_1,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1326236,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_2,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1326468,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51607,Hendy,+01202 532100,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_3,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1326524,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51956,West Way Birmingham,+0121 502 8170,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_4,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1325576,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_5,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1325090,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51962,West Way Stourbridge,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_6,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1338112,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51813,Bassetts,+01792 310800,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_7,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1337657,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_8,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1335309,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51312,Wellington Motors Ltd,+01823 667 511,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_9,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1388563,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51707,Chorley Nissan (Burnley),+01282 434300,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_10,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1350172,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_11,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1350145,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51955,West Way Altrincham,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_12,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1350760,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51957,West Way Coventry,,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_13,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1353140,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51961,West Way Stockport,+0161 475 5510,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_14,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1348883,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51959,West Way Oldham,+0161 6286200,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_15,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1350213,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51952,Yeomans,01252 367100,Mayank
QASHQAIJ12A_G83EG3G00_KY0B_TDZARGYJ12TEBBAW--_16,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1352596,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0B,B,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51890,Western (Stirling),+01786 637 001,Mayank
QASHQAIJ12A_G83EG3G00_KY0K_TDZARGYJ12TEBBAW--,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1394197,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0K,K,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51707,Chorley Nissan (Burnley),+01282 434300,Mayank
QASHQAIJ12A_G83EG3G00_KY0K_TDZARGYJ12TEBBAW--_1,QASHQAIJ12A Tekna,,,,35055,,1,,SJNTAAJ12U1394197,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,KY0K,K,KY0,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51707,Chorley Nissan (Burnley),+01282 434300,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1322549,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51963,West Way Wolverhampton,,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_8,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1322549,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51963,West Way Wolverhampton,,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_1,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1323851,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51962,West Way Stourbridge,,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_2,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1332845,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51856,Ancaster Eltham,+0208 331 6900,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_3,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1332296,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51841,Griffin Mill Garages Ltd,+01443 824380,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_4,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1332405,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_5,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1349192,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51958,West Way Manchester,,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_6,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1349103,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51959,West Way Oldham,+0161 6286200,Mayank
QASHQAIJ12A_G83EG3G00_NBQB_TDZARGYJ12TEBBAW--_7,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1349378,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBQB,B,NBQ,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51962,West Way Stourbridge,,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1304851,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51956,West Way Birmingham,+0121 502 8170,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--_17,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1304851,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51956,West Way Birmingham,+0121 502 8170,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--_1,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1298438,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51956,West Way Birmingham,+0121 502 8170,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--_2,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1313716,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51748,Glyn Hopkin Ltd,+01908 249818,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--_3,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1322634,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51963,West Way Wolverhampton,,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--_4,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1322591,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51607,Hendy,+01202 532100,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--_5,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1326986,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51536,Glyn Hopkin Ltd,+01727 733500,Mayank
QASHQAIJ12A_G83EG3G00_NBVB_TDZARGYJ12TEBBAW--_6,QASHQAIJ12A Tekna,,,,35175,,1,,SJNTAAJ12U1326634,QASHQAIJ12A,Tekna,G83EG3G00,DIG-T 140 Mild Hybrid Manual 2WD Tekna,DIG-T 140 Mild Hybrid 2WD,NBVB,B,NBV,44.1 mpg,2WD,Petrol,Manual,TDZARGYJ12TEBBAW--,29594,51910,Glyn Hopkin North London,+0203 058 3840,Mayank
